filename,status,baseline_score,few_shot_examples_score,chain_of_thought_score
Decolorization+of+reactive+dyes+by+mixed+cultures+isolated+from+textile+effluent+under+anaerobic+conditions_.txt,processed,0.1111111111,0.8,0.2
In+vitro+and+in+vivo+degradation+studies+for+development+of+a+biodegradable+patch+based+on+poly%283-hydroxybutyrate%29_.txt,processed,0,0.3,0.1
Identification+of+bacteria+using+partial+16S+rRNA+sequences_.txt,processed,1,0.9,0.3
Serotonin+syndrome%3A+History+and+risk_.txt,processed,0,0.1,0.1
Bacterial+laccases_.txt,processed,0.5555555556,0.8,0.6
Kinetic+study+of+dye+degradation+using+Fenton+process_.txt,processed,0.3333333333,0.4,0.2
Enzymatic+transformation+of+nitro-aromatic+compounds+by+a+flavin-free+NADH+azoreductase+from+Lysinibacillus+sphaericus_.txt,processed,1,0.9,0.7
Plastic+ingestion+by+planktonic+fish+in+the+North+Pacific+Central+Gyre_.txt,processed,0,0.3,0.1
Mortality+of+hematopoietic+disorders+and+hair+dye+use+among+barbers_.txt,processed,0,0.1,0.1
Response+surface+methodology+for+decolorization+of+azo+dye+Methyl+Orange+by+bacterial+consortium%3A+Produced+enzymes+and+metabolites+characterization_.txt,processed,0.1111111111,0.5,0.3
Microstructures+and+properties+of+high-entropy+alloys_.txt,processed,0,0.2,0.1
Wet+oxidation+of+phenol+by+hydrogen+peroxide%3A+the+key+role+of+pH+on+the+catalytic+behaviour+of+Fe-ZSM5_.txt,processed,0.1111111111,0.3,0.2
Studies+on+the+microbial+degradation+of+triphenylmethane+dyes_.txt,processed,0.2222222222,0.9,0.3
Mutagenicity+of+some+azo+dyes+and+their+reduction+products_.txt,processed,0,0.2,0.1
Biodegradation+of+tartrazine+by+Proteus+vulgaris_.txt,processed,0.2222222222,0.5,0.2
The+comparison+of+alkalinity+and+ORP+as+indicators+for+nitrification+and+denitrification+in+a+sequencing+batch+reactor+%28SBR%29_.txt,processed,0,0.3,0.2
The+removal+of+colour+from+textile+wastewater+using+whole+bacteria+cells%3A+A+review_.txt,processed,0,0.5,0.3
Effects+of+crystallization+of+polyhydroxyalkanoate+blend+on+surface+physicochemical+properties+and+resulting+biocompatibility+for+chondrocytes_.txt,processed,0,0.2,0.1
The+catalytic+decomposition+of+hydrogen+peroxide+by+iron+salts_.txt,processed,0.2222222222,0.3,0.2
Anammox+and+partial+denitrification+coupling%3A+a+review_.txt,processed,0.7777777778,0.3,0.3
Source+separated+urine-nutrient+and+heavy+metal+content%2C+water+saving+and+faecal+contamination_.txt,processed,0.3333333333,0.1,0.2
Serotonin+syndrome+%E2%80%94+%E2%80%98potential%E2%80%99+role+of+the+CYP2D6+genetic+polymorphism+in+Asians_.txt,processed,0,0.2,0.1
Biodegradation+of+azo+acid+dyes+by+continuous+cultivation+of+Pseudomonas+cepacia+13NA_.txt,processed,0.2222222222,0.4,0.2
The+effect+of+chlorophenols+on+the+growth+of+Chlorella+VT-1_.txt,processed,0.1111111111,0.6,0.4
The+COST+simulation+benchmark+-+description+and+simulator+manual_.txt,processed,0,0.3,0.2
Coupling+Superficial+Gas+Velocity+with+Mixing+Time+and+Gas+Liquid+Transfer+Rate_.txt,processed,0.1111111111,0.3,0.3
The+removal+of+dyes+from+textile+wastewater%3A+a+study+of+the+physical+characteristics+and+adsorption+mechanism+of+diatomaceous+earth_.txt,processed,0.1111111111,0.4,0.2
Myoclonic+status+epilepticus_.txt,processed,0,0.2,0.1
Control+and+estimation+strategies+applied+to+the+activated+sludge+process_.txt,processed,0,0.4,0.1
Decolorization+of+Remazol+Black-B+using+a+thermotolerant+yeast%2C+Kluyveromyces+marxianus+IMB3_.txt,processed,0.8888888889,0.8,1
Review+paper+on+current+technologies+for+decolourization+of+textile+wastewaters%3A+perspectives+for+anaerobic+biotechnology_.txt,processed,0.4444444444,0.5,0.9
Improving+the+indigo+carmine+decolorization+ability+of+a+Bacillus+amyloliquefaciens+laccase+by+site-directed+mutagenesis_.txt,processed,0.1111111111,0.8,0.3
J.+Chem.+Soc._.txt,processed,0,0.3,0.4
Decolorization+and+degradation+of+C.I.+Reactive+red+195+by+Georgenia+sp.+CC-NMPT-T3_.txt,processed,0.1111111111,0.8,0.3
A+putative+azoreductase+gene+is+involved+in+the+Shewanella+oneidensis+response+to+heavy+metal+stress_.txt,processed,0.8888888889,0.8,0.9
Enhanced+degradation+of+anthraquinone+dyes+by+microbial+monoculture+and+developed+consortium+through+the+production+of+specific+enzymes_.txt,processed,0.3333333333,0.2,0.2
Molecular+cloning%2C+overexpression%2C+purification%2C+and+characterization+of+an+aerobic+FMN-dependent+azoreductase+from+Enterococcus+faecalis_.txt,processed,0.7777777778,0.7,0.2
Optimization+of+process+parameter+for+the+production+of+streptokinase+by+a+novel+isolate+of+Streptococcus+species_.txt,processed,0.4444444444,0.1,0.1
Toxicity+testing+using+immobilized+microalgae_.txt,processed,0.4444444444,0.8,0.2
Photocatalytic+degradation+of+methyl+orange+and+its+photocatalytic+degradation+products+by+HPLC%2FUV%E2%80%93VIS+diode+array+and+atmospheric+pressure+ionization+quadrupole+ion+trap+mass+spectrometry_.txt,processed,0.2222222222,0.3,0.1
Phytochelatin+production+in+freshwater+algae+Stigeoclonium+in+response+to+heavy+metals+contained+in+mining+water%3B+effects+of+some+environmental+factors_.txt,processed,0,0.3,0.3
Engineering+analysis+of+the+stoichiometry+of+photoautotrophic%2C+autotrophic%2C+and+heterotrophic+removal+of+ammonia-nitrogen+in+aquaculture+systems_.txt,processed,0.3333333333,0.2,0.3
The+contribution+of+azo+dyes+to+the+mutagenic+activity+of+the+Cristais+River_.txt,processed,0.2222222222,0.4,0.2
Settlement%2C+growth+and+survival+of+abalone%2C+Haliotis+discus+hannai%2C+in+response+to+eight+monospecific+benthic+diatoms_.txt,processed,0.6666666667,0.3,0.3
Ayahuasca+preparations+and+serotonin+reuptake+inhibitors%3A+a+potential+combination+for+severe+adverse+interactions_.txt,processed,0,0.1,0.1
Studies+of+alginate-immobilized+marine+microalgae_.txt,processed,0.2222222222,0.7,0.3
Influence+of+organic+and+inorganic+compounds+on+oxidoreductive+decolorization+of+sulfonated+azo+dye_.txt,processed,0.1111111111,0.9,0.3
Reducing+the+potential+environmental+impact+of+tank+aquaculture+effluents+through+intensification+and+recirculation_.txt,processed,0.2222222222,0.3,0.1
Biodegradation+mechanisms+and+kinetics+of+azo+dye+4BS+by+a+microbial..._.txt,processed,0.1111111111,0.8,0.2
Microbial+biotechnology+for+decolorization+of+textile+wastewaters_.txt,processed,1,0.9,1
Functionalized+novel+mesoporous+adsorbent+for+selective+lead%28II%29+ions+monitoring+and+removal+from+wastewater_.txt,processed,0.2222222222,0.4,0.4
Long-term+performance+of+an+integrated+constructed+wetland+for+advanced+treatment+of+mixed+wastewater_.txt,processed,0,0.1,0.1
Derelict+Fishing+Gear+in+the+Northwestern+Hawaiian+Islands%3A+Diving+Surveys+and+Debris+Removal+in+1999+Confirm+Threat+to+Coral+Reef+Ecosystems_.txt,processed,0,0.3,0.3
Biosorption+of+malachite+green+cationic+dye+onto+Pithophora+sp.+a+fresh+water+algae_.txt,processed,0,0.3,0.1
Identification+of+genes+required+for+crystal+violet+decolorization+in+Citrobacter+sp.+MY-5_.txt,processed,0.7777777778,0.9,0.4
Color+chemistry+synthesis%2C+properties+and+applications+of+organic+dyes+and+pigments_.txt,processed,0,0.1,0
Alternative+pathways+for+radical+dissipation+in+an+active+site+mutant+of+B12-dependent+methylmalonyl-CoA+mutase_.txt,processed,1,0.8,0.4
Magnetically+separable+carbon+capsules+loaded+with+laccase+and+their+application+to+dye+degradation_.txt,processed,1,0.9,0.9
Degradation+of+Reactive+Black+5+by+Fenton%2FUV-C+and+ferrioxalate%2FH2O2%2Fsolar+light+processes_.txt,processed,0.1111111111,0.3,0.3
Biodegradable+polymers+in+gene-silencing+technology_.txt,processed,0,0.2,0.2
Entanglement+of+Australian+sea+lions+and+New+Zealand+fur+seals+in+lost+fishing+gear+and+other+marine+debris+before+and+after+Government+and+industry+attempts+to+reduce+the+problem_.txt,processed,0,0.3,0.1
Effect+of+treatment+aggressiveness+on+prognosis+of+refractory+status+epilepticus_.txt,processed,0,0.1,0.1
Metatranscriptome+of+human+faecal+microbial+communities+in+a+cohort+of+adult+men_.txt,processed,0,0.1,0.1
Biodegradation+of+textile+azo+dyes+by+a+facultative+Staphylococcus+arlettae+strain+VN-11_.txt,processed,0.2222222222,0.8,0.9
Biosorption+of+reactive+dyes+by+the+mycelium+pellets+of+a+new+isolate+of+Penicillium+oxalicum_.txt,processed,0,0.3,0.1
Identification+and+characterization+of+a+gene+responsible+for+amido+black+decolorization_.txt,processed,1,0.8,0.2
Removal+of+dyes+from+coloured+textile+wastewater+by+orange+peel+adsorbent%3A+Equilibrium+and+kinetic+studies_.txt,processed,0.1111111111,0.3,0.2
Decolorization+of+azo+dyes+by+Pseudomonas+aeruginosa_.txt,processed,0.3333333333,0.8,0.1
Azo+dye+reduction+by+Bacillus_.txt,processed,0.3333333333,0.8,0.3
A+novel+bioelectro-Fenton+system+for+coupling+anodic+COD+removal+with+cathodic+dye+degradation_.txt,processed,0.2222222222,0.5,0.3
Purification+and+identification+of+an+FMN-dependent+NAD%28P%29H+azoreductase+from..._.txt,processed,0.7777777778,0.7,0.3
Testing+status%3A+C.I.+Disperse+Red+60_.txt,processed,0,0.1,0.1
Role+of+thioredoxin+in+reduction+processes_.txt,processed,0,0.1,0.1
Numerical+Simulation+and+Experimental+Study+on+Microporous+Aerated+Multiphase+Flow_.txt,processed,0.1111111111,0.3,0.3
Biosorption+of+malachite+green+cationic+dye+onto+Pithophora+sp.%2C+a+fresh+water+algae_.txt,processed,0,0.2,0.1
Role+of+DsbD+in+electron+transport_.txt,processed,0,0.3,0.1
Effect+of+carbon+source%2C+C%2FN+ratio%2C+nitrate+and+dissolved+oxygen+concentration+on+nitrite+and+ammonium+production_.txt,processed,0.1111111111,0.2,0.1
Decolorization+of+triphenylmethane+dyes+by+the+bird%27s+nest+fungus..._.txt,processed,0.8888888889,0.9,1
Biodegradation+of+azo+dyes+in+textile+effluent+by+microbial+consortium_.txt,processed,0.4444444444,0.8,0.2
Decolorization+of+textile+dyes+by+white+rot+fungi_.txt,processed,1,1,1
Recent+trends+in+the+use+of+antidepressant+drugs+in+Australia%2C+1990%E2%80%931998_.txt,processed,0,0.1,0.1
Removal+of+victoria+Blue+from+aqueous+solution+by+fly+Ash_.txt,processed,0,0.3,0.2
Sertraline+intoxication+in+a+child_.txt,processed,0,0.1,0.1
Isolation+and+characterization+of+a+new+disulphide+isomerase-like+protein+DsbD_.txt,processed,0,0.2,0.1
Appl+Environ+Microbiol_.txt,processed,1,1,1
Sustainable+Esterification+of+a+Soda+Lignin+with+Phloretic+Acid_.txt,processed,0.2222222222,0.2,0.1
Snoeyink%2C+V.+L.+1990.+Adsorption+of+organic+compounds.+In%3A+AWWA%2C+Water+Quality+and+Treatment.+New+York%3A+McGraw-Hill._.txt,processed,0,0.2,0.2
Fungal+declourization+of+dye+wastewater+a+review_.txt,processed,0.8888888889,0.9,1
Chemiczne+i+fizykochemiczne+oczyszczanie+%C5%9Bciek%C3%B3w_.txt,processed,0.1111111111,0.3,0.1
Decolorization+of+acid+and+basic+dyes%3A+understanding+the+metabolic+degradation+and+cell-induced+adsorption%2Fprecipitation+by+Escherichia+coli_.txt,processed,0.2222222222,0.8,0.2
Wastewater+nutrients+%28N+and+P%29+removal+by+carrageenan+and+alginate+immobilized+Chlorella+vulgaris_.txt,processed,0,0.6,0.2
Decolorization+of+methylene+blue+and+methyl+orange+with+Ag+doped+TiO2+under+UV-A+and+UV-Visible+conditions%3A+process+optimization+by+response+surface+method+and+toxicity+evaluation_.txt,processed,0,0.4,0.2
Distribution+of+Surface+Plastic+Debris+in+the+Eastern+Pacific+Ocean+from+an+11-Year+Data+Set_.txt,processed,0,0.2,0.1
Benefield%2C+L.+D.+and+Morgan+J.+S.+1990.+Chemical+precipitation.+In+%3A+AWWA%2C+Water+Quality+and+Treatment.+New+York%3A+McGraw-Hill._.txt,processed,0,0.3,0.3
The+reduction+of+nitro+aromatic+compounds+by+zero-valent+iron+metal_.txt,processed,0.1111111111,0.3,0.2
Seabirds+indicate+changes+in+the+composition+of+plastic+litter+in+the+Atlantic+and+south-western+Indian+Oceans_.txt,processed,0,0.1,0.1
Biodegradation+of+disperse+textile+dye+Brown+3REL+by+newly+isolated+Bacillus+sp.+VUS_.txt,processed,0.4444444444,0.8,0.2
A+review+of+serotonin+toxicity+data%3A+implications+for+the+mechanisms+of+antidepressant+drug+action._.txt,processed,0,0.1,0.1
Improving+the+performance+of+sequencing+batch+reactor+%28SBR%29+by+the+addition+of+zeolite+powder_.txt,processed,0.2222222222,0.3,0.2
The+clinical+efficacy+of+propofol+in+the+treatment+of+refractory+epilepsy_.txt,processed,0,0.1,0.1
Fungal+declourization+and+degradation+of+dyes_.txt,processed,0.7777777778,0.9,0.9
Microbial+decolourisation+and+degradation+of+textile+dyes_.txt,processed,0.6666666667,0.8,1
Effects+of+Mn2%2B+and+NH4%2B+concentrations+on+laccase+and+manganese+peroxidase+production+and+amaranth+decoloration+by+Trametes+versicolor_.txt,processed,1,1,0.9
Biodiesel+from+Microalgae_.txt,processed,0.4444444444,0.3,0.3
Denitrification+in+recirculating+systems%3A+theory+and+applications_.txt,processed,0.8888888889,0.2,0.1
Surface+Segregation+in+Bimetallic+Nanoparticles%3A+A+Critical+Issue+in+Electrocatalyst+Engineering_.txt,processed,0,0.1,0.1
A+general+model+for+the+activated+sludge+process_.txt,processed,0,0.3,0.3
Adsorptive+removal+of+direct+textile+dyes+by+low+cost+agricultural+waste%3A+Application+of+factorial+design+analysis_.txt,processed,0,0.2,0.3
Determination+of+Glucose+Concentrations+by+DNS+Method_.txt,processed,0.3333333333,0.3,0.2
Degradation+of+synthetic+reactive+azo+dyes+and+treatment+of+textile+wastewater+by+a+fungi+consortium+reactor_.txt,processed,0,0.8,0
Meat+and+meat-related+compounds+and+risk+of+prostate+cancer+in+a+large+prospective+cohort+study+in+the+United+States_.txt,processed,0,0.2,0.1
Design+and+development+of+antitubercular+nano+-formulations+of+rifampicin_.txt,processed,0.4444444444,0.2,0.1
Comparing+denitrification+rates+and+carbon+sources+in+commercial+scale+upflow_.txt,processed,0,0.5,0.2
Fungal+Decolorization+of+Dye+Wastewater%3A+A+Review_.txt,processed,1,0.8,1
The+effects+of+fluoxetine+on+the+subjective+and+physiological+effects+of+3%2C4-methylenedioxymethamphetamine+%28MDMA%29+in+humans_.txt,processed,0,0.1,0.1
Fungal+decolourization+and+degradation+of+synthetic+dyes_.txt,processed,1,0.9,1
Removal+of+heavy+metal+Pb%28II%29+from+synthetic+waste+water+by+polypyrrole+composites_.txt,processed,0.4444444444,0.5,0.3
Removal+of+methylene+blue+dye+from+aqueous+solutions+by+adsorption+using+yellow+passion+fruit+peel+as+adsorbent_.txt,processed,0.2222222222,0.3,0.2
Microbiological+removal+of+crystal+violet+dye+by+Bacillus+subtilis+ETL-2211_.txt,processed,0.7777777778,0.8,0.3
Growth+and+survival+of+post-larval+abalone+%28Haliotis+iris%29+in+relation+to+development+and+diatom+diet_.txt,processed,0.1111111111,0.2,0.1
Basic+fibroblast+growth+factor+is+hepatotropic+for+rat+liver+in+regeneration_.txt,processed,0,0.2,0.1
Comparing+the+effects+of+high+vs.+low+nitrate+on+the+health%2C+performance%2C+and+welfare+of+juvenile+rainbow+trout+Oncorhynchus+mykiss+within+water+recirculating+aquaculture+systems_.txt,processed,0.2222222222,0.3,0.1
Grazing+rates+of+red+abalone+%28Haliotis+rufescens%29+postlarvae+feeding+on+the+benthic+diatom+Navicula+incerta_.txt,processed,0,0.1,0
Discoloration+and+Mineralization+of+Reactive+Red+HE-3B+by+Heterogeneous+Photo-Fenton+Reaction_.txt,processed,0.3333333333,0.2,0.2
Solar+light+driven+photocatalytic+degradation+of+Anthraquinone+dye+contaminated+water+by+engineered+Ag%40TiO2+core%E2%80%93shell+nanoparticles_.txt,processed,0.2222222222,0.3,0.2
Decolourization+of+azo+dyes+and+a+dye+industry+effluent+by+white+rot+fungus+Thelephora+sp._.txt,processed,1,1,1
Kinetics+of+Azoreductase+and+assessment+of+toxicity+of+metabolic+products+from+Pseudomonas+luteola_.txt,processed,0.4444444444,0.8,0.1
Solar+photocatalytic+efficacy+of+Ag%40TiO2+core-shell+nanoparticles+for+the+degradation+of+dye_.txt,processed,0.1111111111,0.3,0.1
Probabilistic+Latent+Tensor+factorization_.txt,processed,0,0.1,0.1
Molecular+and+Cellular+Biology+Techniques+for+Dye+and+Rubber+Biodegradation_.txt,processed,0.8888888889,0.8,0.2
Biodecolorization+of+acid+violet+19+by+Alternaria+solani_2008.txt,processed,0.5555555556,0.7,0.7
New+developments+in+recirculating+aquaculture+systems+in+Europe%3A+a+perspective+on+environmental+sustainability_.txt,processed,0,0.3,0.2
Succeed+at+on-line+validation+and+reconstruction+of+data_.txt,processed,0,0.3,0.1
On+the+colonic+bacterial+metabolism+of+azo-bonded+prodrugs+of+5-aminosalicylic+acid_.txt,processed,0.8888888889,0.3,0.2
Methyl+syringate%3A+an+efficient+phenolic+mediator+for+bacterial+and+fungal+laccases_.txt,processed,0.3333333333,0.6,0.7
Orange+peel+as+an+adsorbent+in+the+removal+of+acid+violet+17+%28acid+dye%29+from+aqueous+solution_.txt,processed,0,0.3,0.2
Influence+of+basic+residue+content+on+fragment+ion+peak+intensities+in+low-energy+collision-induced+dissociation+spectra+of+peptides_.txt,processed,0,0.1,0.1
Dye+biosorption+sites+in+Aspergillus+niger_.txt,processed,0.8888888889,0.8,0.9
Spherical-cap+bubbles_.txt,processed,0,0.2,0.1
The+comparative+study+on+the+rapid+decolorization+of+azo%2C+anthraquinone+and+triphenylmethane+dyes+by+zero-valent+iron_.txt,processed,0.4444444444,0.3,0.4
Lateral+gene+transfer+in+phylogeny+of+azoreductase+system_.txt,processed,1,0.9,0.2
Removal+of+chlorophenols+from+synthetic+solutions+using+Phanerochaete+chrysosporium_.txt,processed,0.6666666667,0.8,0.3
Adaptation+of+conventional+Rhodococcus+spp.+PEG-mediated+transformation+procedure_.txt,processed,0.7777777778,0.7,0.2
Plastic+ingestion+by+seabirds+in+the+North+Sea_.txt,processed,0,0.1,0.1
Cloning%2C+sequencing%2C+and+growth+phase-dependent+transcription+of+N5%2CN10-methylenetetrahydromethanopterin+reductase-encoding+genes_.txt,processed,0,0.2,0.1
Cell+permeability+as+a+rate+factor+in+the+microbial+reduction+of+sulfonated+azo+dyes_.txt,processed,0,0.2,0.1
Mechanism+of+action+of+triphenylmethane+reductase+on+malachite+green_.txt,processed,0,0.1,0.1
Advanced+oxidation+processes+%28AOP%29+for+wastewater+treatment_.txt,processed,0.3333333333,0.4,0.3
Estimation+of+the+number+of+nucleotide+substitutions+in+the+control+region+of+mitochondrial+DNA+in+humans+and+chimpanzees_.txt,processed,0,0.1,0.1
Biodegradation+of+methyl+violet+by+Pseudomonas+mendocina+MCM+B-402_.txt,processed,0,0.1,0.1
Biodecolorization+of+azo+dye+%28pigmented+red+208%29+using+Bacillus+firmus+and+Bacillus+laterosporus_.txt,processed,0,0.8,0.2
Characterization+of+genes+for+enzymes+involved+in+the+degradation+of+azo+dyes_.txt,processed,0.8888888889,0.6,0.5
Decolouration+of+textile+dyes+by+fungal+pellets_.txt,processed,0.8888888889,0.9,1
Effect+of+Environmental+Stress+on+Fungal+Physiology_.txt,processed,1,0.9,0.9
Immobilized+microalgae+for+removing+pollutants%3A+review+of+practical+aspects_.txt,processed,0.6666666667,0.8,0.6
Statistical+Optimization+of+Process+Parameter+for+Landfill+Leachate+Treatment+using+Electro-Fenton+Technique_.txt,processed,0,0.3,0.2
Review+of+the+Salmonella+typhimurium+mutagenicity+of+benzidine%2C+benzidine+analogues%2C+and+benzidine-based+dyes_.txt,processed,0.2222222222,0.3,0.3
Complete+genome+sequence+of+phototrophic+betaproteobacterium+Rubrivivax+gelatinosus+IL144_.txt,processed,0,0.3,0.1
Decolorization+of+a+dye+industry+effluent+by+Aspergillus+fumigatus+XC6_2007.txt,processed,0,0.2,0.8
Remedy+of+dye+manufacturing+process+effluent+by+UV%2FH2O2+process_.txt,processed,0,0.3,0.3
Fungal+Laccases+as+Tools+for+the+Synthesis+of+New+Hybrid+Molecules+and+Biomaterials_.txt,processed,0.4444444444,0.4,0.8
Removal+of+macronutrients+from+wastewater+by+immobilized+algae_.txt,processed,0.1111111111,0.2,0.5
