id,filename,status,baseline_dye_1_score,baseline_dye_2_score,baseline_dye_3_score,few_shot_dye_1_score,few_shot_dye_2_score,few_shot_dye_3_score,cot_dye_1_score,cot_dye_2_score,cot_dye_3_score
100154,Fenton+and+biological-Fenton+coupled+processes+for+textile+wastewater+treatment+and+reuse_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100155,Mechanistic+study+of+a+diazo+dye+degradation+by+Soybean+Peroxidase_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100156,Formation+of+simple+crystal+structures+in+Cu-Co-Ni-Cr-Al-Fe-Ti-V+alloys+with+multiprincipal+metallic+elements_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1
100157,Strategies+for+fermentation+medium+optimization%3A+An+in-depth+review_.txt,processed,0.1,0.3,0.1,0.3,0.3,0.3,0.3,0.2,0.2
100158,Seltene+und+neue+Kieselalgen_.txt,processed,0.1,0.3,0.1,0.3,0.2,0.2,0.1,0.1,0.1
100159,Diatoms+of+Yunchun+Dam+reservoir+and+its+tributaries%2C+Kyung+Pook+Prefecture%2C+Korea_.txt,processed,0.1,0.2,0.1,0.2,0.3,0.3,0.1,0.5,0.2
100160,Biodegradation+of+azo+dyes+in+a+sequential+anaerobic-aerobic+system_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
100161,Development+of+an+efficient+recombinant+bacterium+and+its+application+in+the+degradation+of+environmentally+hazardous+azo+dyes_.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0
100162,DNS+Method+for+Glucose+Determination_.txt,processed,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1
100163,The+relationship+between+microstructure+and+mode+of+fracture+in+polyhydroxybutyrate_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.2,0.1
100164,Photocatalytic+decolorization+of+wastewater+dyes_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100165,Photodegradation+of+azo+pyridine+dye+using+TiO2+films+prepared+by+the+spray+pyrolysis+method_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
100166,Microplastic+particles+in+sediments+of+Lagoon+of+Venice%2C+Italy%3A+First+observations+on+occurrence%2C+spatial+patterns+and+identification_.txt,processed,0.1,0.5,0.2,0.2,0.2,0.3,0.1,0.1,0.1
100167,Adsorption+of+bisphenol+from+industrial+wastewater+by+modified+red+mud_.txt,processed,1.0,0.8,0.1,0.3,0.6,0.7,0.8,0.4,0.8
100168,Degradation+of+crystal+violet+by+Nocardia+corallina_.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0
100169,Evolutionary+domain+fusion+expanded+the+substrate+specificity+of..._.txt,processed,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
100170,Short-chain+fatty+acids+protect+gnotobiotic+Artemia+franciscana+from+pathogenic+Vibrio+campbellii_.txt,processed,0.1,0.1,0.1,0.3,0.3,0.3,0.1,0.1,0.1
100171,Environmental+Pollution_.txt,processed,1.0,1.0,1.0,0.3,0.3,0.3,0.1,0.6,0.5
100172,Decolorization+of+textile+dyes+by+white-rot+fungi_.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,0.9,1.0,1.0
100173,Adsorption+kinetics+and+column+operations+for+the+removal+and+recovery+of+malachite+green+from+wastewater+using+bottom+ash_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100174,Abalone+mariculture+in+China_.txt,processed,1.0,0.3,0.6,0.2,0.2,0.2,0.1,0.2,0.4
100175,Cloning+of+genes+coding+for+L-sorbose+and+L-sorbosone+dehydrogenases..._.txt,processed,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
100176,Formaldehyde+and+hexamethylenetetramine+in+Styles%E2%80%99+cell+transformation+assay_.txt,processed,0.1,0.1,0.1,0.2,0.3,0.2,0.1,0.1,0.1
100177,Co-administration+of+MDMA+with+drugs+that+protect+against+MDMA+neurotoxicity+produces+different+effects+on+body+temperature+in+the+rat_.txt,processed,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1
100178,Removal+of+azo+and+anthraquinone+reactive+dyes+from+industrial+wastewaters+using+MgO+nanoparticles_.txt,processed,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1
100179,Synthesis%2C+biological+evaluation+and+physicochemical+parameter+studies+of+imidazo%5B1%2C2-a%5Dpyrazinederivatives+as+potential+topoisomerase+inhibitors_.txt,processed,0.8,1.0,1.0,0.9,0.8,1.0,1.0,0.9,0.9
100180,Overall+evaluations+of+carcinogenicity%3A+an+updating+of+IARC+Monographs+volumes+1+to+42_.txt,processed,0.1,0.1,0.1,0.2,0.1,0.3,0.2,0.1,0.2
100181,Role+of+reductase-related+protein+in+dye+decolorization_.txt,processed,1.0,1.0,0.9,0.9,0.9,0.9,1.0,1.0,1.0
100182,Kinetics+of+bacterial+decolorization+of+azo+dyes+with+Escherichia+coli+NO3_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100183,Bioreductive+activation+of+a+series+of+indolequinones+by+human+DT-diaphorase%3A+structure-activity+relationships_.txt,processed,1.0,1.0,1.0,0.3,0.4,0.6,0.8,0.8,0.9
100184,Anaerobic+sequencing+batch+reactors+in+pilot-scale+for+domestic+sewage+treatment_.txt,processed,0.8,0.7,0.8,0.4,0.3,0.5,0.2,0.3,0.4
100185,Fungal+Laccase+Grafts+Acrylamide+onto+Lignin+in+Presence+of+Peroxides_.txt,processed,0.1,0.1,0.1,0.3,0.2,0.1,0.1,0.1,0.1
100186,Biological+oxidations+of+organic+compounds+by+enzymes+from+a+white+rot+fungus_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100187,The+Trypanosoma+brucei+cytoskeleton%3A+ultrastructure+and+localization+of+microtubule-associated+and+spectrin-like+proteins+using+quick-freeze%2C+deep-etch%2C+immunogold+electron+microscopy_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1
100188,Induction+of+papillary+adenocarcinoma+of+thyroid+in+albino+mice+by+saccharin+feeding_.txt,processed,0.5,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.2
100189,Waste+Brick+as+Constructed+Wetland+Fillers+to+Treat+the+Tail+Water+of+Sewage+Treatment+Plant_.txt,processed,1.0,1.0,0.9,0.6,0.4,0.6,0.6,0.8,0.8
100190,Studies+on+the+isolation%2C+screening+and+characterization+of+a+novel+xylanase+producing+organism+and+its+application+in+food+processing_.txt,processed,1.0,0.9,1.0,0.9,0.4,0.8,1.0,0.9,0.9
100191,Adsorption%E2%80%93desorption+of+tetracycline+onto+molecularly+imprinted+polymer%3A+isotherm%2C+kinetics%2C+and+thermodynamics+studies_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,0.9,1.0
100192,Effect+of+Aeration+Rate+on+Oxygen+Transfer+Rate+%28OTR%29_.txt,processed,0.1,0.1,0.1,0.2,0.3,0.4,0.2,0.1,0.2
100193,A+simple%2C+fast%2C+and+accurate+algorithm+to+estimate+large+phylogenies+by+maximum+likelihood_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
100194,Treatment+of+Landfill+Leachate+by+using+Electro-Fenton+method_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9
100195,Thiopental+and+pentobarbital+in+the+treatment+of+refractory+generalized+status+epilepticus_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
100196,Photocatalytic+degradation+of+azo+dyes+catalyzed+by+Ag+doped+TiO2+Photocatalyst_.txt,processed,0.9,1.0,0.8,0.8,0.9,0.9,0.9,0.9,1.0
100197,Oxidative+Biodegradation+of+an+Anthraquinone+Dye%2CPigment+Violet+12%2C+by+Coriolus+versicolor_.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0
100198,Potential+of+bacteria+for+biological+decolorization+and+degradation+of+synthetic+dyes..._.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0
100199,Evolutionary+trees+from+DNA+sequences%3A+a+maximum+likelihood+approach_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
100200,Biological+decolorization+of+dye+solution+containing+malachite+green+by+Pandoraea+sp._.txt,processed,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0
100201,Biodegradation+of+triphenylmethane+dyes%2C+Enzymes+and+Microbial+Technology_.txt,processed,1.0,0.8,0.8,0.8,0.9,0.9,0.9,1.0,0.9
100202,The+genotoxicity+of+lucidin%2C+a+natural+component_.txt,processed,1.0,1.0,0.9,0.9,0.8,0.8,0.9,0.9,0.8
100203,Severe+serotonin+syndrome+from+escitalopram+overdose_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1
100204,Ayahuasca+preparations+and+serotonin+reuptake+inhibitors%3A+a+potential+combination+for+severe+adverse+reactions_.txt,processed,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1
100205,Biodegradation+of+azo+dyes+by+Shewanella+strain+J18+143_.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0
100206,Biodiversity%3A+Invasions+by+marine+life+on+plastics+debris_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.1,0.1
100207,Denitrification+of+nitrate-contaminated+groundwater+using+biodegradable+snack+as+carbon+source+under+low-temperature+condition_.txt,processed,0.1,1.0,0.9,0.2,0.2,0.2,0.1,0.2,0.1
100208,Estimating+the+dimension+of+a+model_.txt,processed,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1
100209,Decolorization+and+mineralization+of+commercial+reactive+dyes+by+using+homogeneous+and+heterogeneous+Fenton+and+UV%2FFenton+processes_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100210,Modelling+of+the+synthetic+dye+Orange+II+degradation+using+Fenton%E2%80%99s+reagent%3A+From+batch+to+continuous+reactor+operation_.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0
100211,The+aerobic+biodegradability+of+primary+aromatic+amines_.txt,processed,1.0,1.0,0.8,1.0,0.8,0.8,1.0,0.8,0.8
100212,Using+global+sensitivity+analysis+to+establish+priorities+in+atmospheric+selenium+research_.txt,processed,0.2,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1
100213,Decolorization+of+azo+dyes+by+Bacillus+spp._.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100214,Characterisation+of+the+flavin-free+oxygen-tolerant+azoreductase+from+Xenophilus+azovorans+KF46F+in+comparison+to+falvin-containing+azoreductases_.txt,processed,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0
100215,Interactions+between+herbal+medicines+and+prescribed+drugs%3A+a+systematic+review_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
100216,Biodegradation+of+triphenylmethane+dyes+by+various+bacteria_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
100217,The+GENE-TOX+program_.txt,processed,0.1,0.1,0.1,0.2,0.1,0.3,0.1,0.1,0.1
100218,Microplastic+pollution+in+deep-sea+sediments_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
100219,Decolourization+of+synthetic+dyes+using+rice+straw+attached+Pleurotus+ostreatus_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100220,Chemoenzymatical+Grafting+of+Acrylamide+onto+Lignin_.txt,processed,0.2,0.1,0.1,0.2,0.2,0.2,0.1,0.2,0.1
100221,Biodegradation+of+high+molecular+weight+PAHs+using+isolated+yeast+mixtures%3A+application+of+metagenomic+methods+for+community+structure+analyses_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
100222,Comparative+studies+on+the+nutrition+of+two+species+of+abalone%2C+Haliotis+tuberculata+L.+and+Haliotis+discus+hannai+Ino%3A+V.+The+role+of+polyunsaturated+fatty+acids+of+macroalgae+in+abalone+nutrition_.txt,processed,0.1,0.3,0.1,0.2,0.2,0.2,0.1,0.2,0.1
100223,Ayahuasca%3A+An+ancient+sacrament+for+treatment+of+contemporary+psychiatric+illness%3F_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1
100224,Application+of+radial+basis+function+and+feedforward+artificial+neural+networks+to+the+Escherichia+coli+fermentation+process_.txt,processed,0.1,0.1,0.1,0.3,0.2,0.2,0.1,0.1,0.1
100225,Trypanosoma+brucei+development+in+the+tsetse+fly%3A+characterization+of+the+post-mesocyclic+stages+in+the+foregut+and+proboscis_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
100226,Non-mutagenicity+of+the+hair+dye%2C+henna%2C+in+the+Ames+test_.txt,processed,1.0,1.0,0.8,0.4,0.4,0.4,0.6,0.5,0.3
100227,Williams+and+Wilkins%2C+Baltimore%2C+USA.+Vol.+1.+Krieg%2C+N.+R.+%2A%28ed%29.+Ordinary+gram+negative+bacteria.+Vol.+2.+Sneath%2C+P.+h.+A+%28ed.%29+Ordinary+gram+positive+bacteria._.txt,processed,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1
100228,New+magnetic+chitosan%2Falginate%2FFe3O4%40SiO2+hydrogel+composites+applied+for+removal+of+Pb%28II%29+ions+from+aqueous+systems_.txt,processed,0.1,1.0,0.1,0.2,0.2,0.2,0.2,0.1,0.3
100229,Removal+of+disperse+dyes+from+textile+wastewater+using+bio-sludge_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
100230,Decolorization+of+reactive+dyes+by+mixed+cultures+isolated+from+textile+effluent+under+anaerobic+conditions_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100231,In+vitro+and+in+vivo+degradation+studies+for+development+of+a+biodegradable+patch+based+on+poly%283-hydroxybutyrate%29_.txt,processed,0.3,0.2,0.1,0.2,0.2,0.3,0.4,0.1,0.1
100232,Identification+of+bacteria+using+partial+16S+rRNA+sequences_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
100233,Serotonin+syndrome%3A+History+and+risk_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
100234,Bacterial+laccases_.txt,processed,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9
100235,Kinetic+study+of+dye+degradation+using+Fenton+process_.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0
100236,Enzymatic+transformation+of+nitro-aromatic+compounds+by+a+flavin-free+NADH+azoreductase+from+Lysinibacillus+sphaericus_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,0.9,1.0,0.9
100237,Plastic+ingestion+by+planktonic+fish+in+the+North+Pacific+Central+Gyre_.txt,processed,0.3,0.6,0.9,0.3,0.3,0.3,0.2,0.1,0.2
100238,Mortality+of+hematopoietic+disorders+and+hair+dye+use+among+barbers_.txt,processed,0.1,0.1,0.1,0.3,0.3,0.3,0.2,0.3,0.1
100239,Response+surface+methodology+for+decolorization+of+azo+dye+Methyl+Orange+by+bacterial+consortium%3A+Produced+enzymes+and+metabolites+characterization_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
100240,Microstructures+and+properties+of+high-entropy+alloys_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
100241,Wet+oxidation+of+phenol+by+hydrogen+peroxide%3A+the+key+role+of+pH+on+the+catalytic+behaviour+of+Fe-ZSM5_.txt,processed,0.9,1.0,1.0,0.9,0.9,0.8,0.9,0.9,0.8
100242,Studies+on+the+microbial+degradation+of+triphenylmethane+dyes_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100243,Mutagenicity+of+some+azo+dyes+and+their+reduction+products_.txt,processed,0.5,0.5,0.3,0.2,0.4,0.5,0.8,0.9,0.8
100244,Biodegradation+of+tartrazine+by+Proteus+vulgaris_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
100245,The+comparison+of+alkalinity+and+ORP+as+indicators+for+nitrification+and+denitrification+in+a+sequencing+batch+reactor+%28SBR%29_.txt,processed,0.2,0.8,0.8,0.3,0.4,0.3,0.4,0.3,0.3
100246,The+removal+of+colour+from+textile+wastewater+using+whole+bacteria+cells%3A+A+review_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
100247,Effects+of+crystallization+of+polyhydroxyalkanoate+blend+on+surface+physicochemical+properties+and+resulting+biocompatibility+for+chondrocytes_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
100248,The+catalytic+decomposition+of+hydrogen+peroxide+by+iron+salts_.txt,processed,0.9,0.8,1.0,0.9,0.8,0.9,0.8,0.6,0.8
100249,Anammox+and+partial+denitrification+coupling%3A+a+review_.txt,processed,0.8,1.0,0.9,0.9,0.8,0.8,0.8,0.2,0.4
100250,Source+separated+urine-nutrient+and+heavy+metal+content%2C+water+saving+and+faecal+contamination_.txt,processed,0.2,0.5,0.5,0.2,0.3,0.2,0.5,0.3,0.3
100251,Serotonin+syndrome+%E2%80%94+%E2%80%98potential%E2%80%99+role+of+the+CYP2D6+genetic+polymorphism+in+Asians_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
100252,Biodegradation+of+azo+acid+dyes+by+continuous+cultivation+of+Pseudomonas+cepacia+13NA_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100253,The+effect+of+chlorophenols+on+the+growth+of+Chlorella+VT-1_.txt,processed,0.8,0.8,1.0,0.4,0.7,0.4,0.8,0.9,0.9
100254,The+COST+simulation+benchmark+-+description+and+simulator+manual_.txt,processed,0.5,0.2,0.2,0.4,0.3,0.2,0.4,0.1,0.2
100255,Coupling+Superficial+Gas+Velocity+with+Mixing+Time+and+Gas+Liquid+Transfer+Rate_.txt,processed,1.0,0.8,1.0,0.3,0.2,0.2,0.4,0.2,0.3
100256,The+removal+of+dyes+from+textile+wastewater%3A+a+study+of+the+physical+characteristics+and+adsorption+mechanism+of+diatomaceous+earth_.txt,processed,1.0,0.8,1.0,0.8,0.8,0.8,0.8,0.8,0.8
100257,Myoclonic+status+epilepticus_.txt,processed,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
100258,Control+and+estimation+strategies+applied+to+the+activated+sludge+process_.txt,processed,0.2,1.0,0.7,0.9,0.9,0.8,0.4,0.3,0.2
100259,Decolorization+of+Remazol+Black-B+using+a+thermotolerant+yeast%2C+Kluyveromyces+marxianus+IMB3_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100260,Review+paper+on+current+technologies+for+decolourization+of+textile+wastewaters%3A+perspectives+for+anaerobic+biotechnology_.txt,processed,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0
100261,Improving+the+indigo+carmine+decolorization+ability+of+a+Bacillus+amyloliquefaciens+laccase+by+site-directed+mutagenesis_.txt,processed,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0
100262,J.+Chem.+Soc._.txt,processed,1.0,0.8,0.9,1.0,0.8,0.8,0.6,0.5,0.6
100263,Decolorization+and+degradation+of+C.I.+Reactive+red+195+by+Georgenia+sp.+CC-NMPT-T3_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100264,A+putative+azoreductase+gene+is+involved+in+the+Shewanella+oneidensis+response+to+heavy+metal+stress_.txt,processed,0.3,0.7,0.1,0.8,0.9,0.7,0.2,0.5,0.2
100265,Enhanced+degradation+of+anthraquinone+dyes+by+microbial+monoculture+and+developed+consortium+through+the+production+of+specific+enzymes_.txt,processed,0.9,1.0,1.0,0.9,0.9,0.8,1.0,1.0,0.9
100266,Molecular+cloning%2C+overexpression%2C+purification%2C+and+characterization+of+an+aerobic+FMN-dependent+azoreductase+from+Enterococcus+faecalis_.txt,processed,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
100267,Optimization+of+process+parameter+for+the+production+of+streptokinase+by+a+novel+isolate+of+Streptococcus+species_.txt,processed,0.9,1.0,1.0,0.9,1.0,0.9,0.9,1.0,1.0
100268,Toxicity+testing+using+immobilized+microalgae_.txt,processed,1.0,0.9,0.8,0.9,0.9,0.9,0.9,0.9,0.9
100269,Photocatalytic+degradation+of+methyl+orange+and+its+photocatalytic+degradation+products+by+HPLC%2FUV%E2%80%93VIS+diode+array+and+atmospheric+pressure+ionization+quadrupole+ion+trap+mass+spectrometry_.txt,processed,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
100270,Phytochelatin+production+in+freshwater+algae+Stigeoclonium+in+response+to+heavy+metals+contained+in+mining+water%3B+effects+of+some+environmental+factors_.txt,processed,0.9,0.9,1.0,0.3,0.2,0.2,0.2,0.3,0.2
100271,Engineering+analysis+of+the+stoichiometry+of+photoautotrophic%2C+autotrophic%2C+and+heterotrophic+removal+of+ammonia-nitrogen+in+aquaculture+systems_.txt,processed,1.0,0.8,1.0,0.8,0.5,0.3,0.2,0.3,0.3
100272,The+contribution+of+azo+dyes+to+the+mutagenic+activity+of+the+Cristais+River_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100273,Settlement%2C+growth+and+survival+of+abalone%2C+Haliotis+discus+hannai%2C+in+response+to+eight+monospecific+benthic+diatoms_.txt,processed,0.3,0.3,0.1,0.3,0.2,0.3,0.2,0.2,0.1
100274,Ayahuasca+preparations+and+serotonin+reuptake+inhibitors%3A+a+potential+combination+for+severe+adverse+interactions_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1
100275,Studies+of+alginate-immobilized+marine+microalgae_.txt,processed,0.9,0.9,0.8,0.8,0.8,0.8,0.9,0.7,0.8
100276,Influence+of+organic+and+inorganic+compounds+on+oxidoreductive+decolorization+of+sulfonated+azo+dye_.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0
100277,Reducing+the+potential+environmental+impact+of+tank+aquaculture+effluents+through+intensification+and+recirculation_.txt,processed,1.0,0.8,0.9,0.6,0.8,0.8,0.8,0.7,0.2
100278,Biodegradation+mechanisms+and+kinetics+of+azo+dye+4BS+by+a+microbial..._.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100279,Microbial+biotechnology+for+decolorization+of+textile+wastewaters_.txt,processed,1.0,1.0,1.0,0.9,1.0,0.9,1.0,1.0,1.0
100280,Functionalized+novel+mesoporous+adsorbent+for+selective+lead%28II%29+ions+monitoring+and+removal+from+wastewater_.txt,processed,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.1,0.3
100281,Long-term+performance+of+an+integrated+constructed+wetland+for+advanced+treatment+of+mixed+wastewater_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
100282,Derelict+Fishing+Gear+in+the+Northwestern+Hawaiian+Islands%3A+Diving+Surveys+and+Debris+Removal+in+1999+Confirm+Threat+to+Coral+Reef+Ecosystems_.txt,processed,1.0,0.9,1.0,0.8,0.9,0.9,0.2,0.3,0.4
100283,Biosorption+of+malachite+green+cationic+dye+onto+Pithophora+sp.+a+fresh+water+algae_.txt,processed,1.0,1.0,1.0,0.8,0.7,0.3,0.1,0.4,0.8
100284,Identification+of+genes+required+for+crystal+violet+decolorization+in+Citrobacter+sp.+MY-5_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100285,Color+chemistry+synthesis%2C+properties+and+applications+of+organic+dyes+and+pigments_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
100286,Alternative+pathways+for+radical+dissipation+in+an+active+site+mutant+of+B12-dependent+methylmalonyl-CoA+mutase_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
100287,Magnetically+separable+carbon+capsules+loaded+with+laccase+and+their+application+to+dye+degradation_.txt,processed,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0
100288,Degradation+of+Reactive+Black+5+by+Fenton%2FUV-C+and+ferrioxalate%2FH2O2%2Fsolar+light+processes_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
100289,Biodegradable+polymers+in+gene-silencing+technology_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
100290,Entanglement+of+Australian+sea+lions+and+New+Zealand+fur+seals+in+lost+fishing+gear+and+other+marine+debris+before+and+after+Government+and+industry+attempts+to+reduce+the+problem_.txt,processed,0.2,0.1,0.1,0.2,0.3,0.2,0.3,0.3,0.1
100291,Effect+of+treatment+aggressiveness+on+prognosis+of+refractory+status+epilepticus_.txt,processed,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
100292,Metatranscriptome+of+human+faecal+microbial+communities+in+a+cohort+of+adult+men_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
100293,Biodegradation+of+textile+azo+dyes+by+a+facultative+Staphylococcus+arlettae+strain+VN-11_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100294,Biosorption+of+reactive+dyes+by+the+mycelium+pellets+of+a+new+isolate+of+Penicillium+oxalicum_.txt,processed,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0
100295,Identification+and+characterization+of+a+gene+responsible+for+amido+black+decolorization_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,0.9,1.0,1.0
100296,Removal+of+dyes+from+coloured+textile+wastewater+by+orange+peel+adsorbent%3A+Equilibrium+and+kinetic+studies_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
100297,Decolorization+of+azo+dyes+by+Pseudomonas+aeruginosa_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100298,Azo+dye+reduction+by+Bacillus_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
100299,A+novel+bioelectro-Fenton+system+for+coupling+anodic+COD+removal+with+cathodic+dye+degradation_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
100300,Purification+and+identification+of+an+FMN-dependent+NAD%28P%29H+azoreductase+from..._.txt,processed,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
100301,Testing+status%3A+C.I.+Disperse+Red+60_.txt,processed,0.3,0.4,1.0,0.8,0.4,0.8,0.1,0.3,0.2
100302,Role+of+thioredoxin+in+reduction+processes_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.1
100303,Numerical+Simulation+and+Experimental+Study+on+Microporous+Aerated+Multiphase+Flow_.txt,processed,0.8,1.0,1.0,0.3,0.4,0.7,0.1,0.1,0.2
100304,Biosorption+of+malachite+green+cationic+dye+onto+Pithophora+sp.%2C+a+fresh+water+algae_.txt,processed,0.8,0.8,1.0,0.7,0.7,0.8,0.7,0.3,0.9
100305,Role+of+DsbD+in+electron+transport_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
