id,filename,baseline_newexpt_1_score,baseline_newexpt_2_score,baseline_newexpt_3_score,few_shot_newexpt_1_score,few_shot_newexpt_2_score,few_shot_newexpt_3_score,cot_newexpt_1_score,cot_newexpt_2_score,cot_newexpt_3_score
100201,Biodegradation+of+triphenylmethane+dyes%2C+Enzymes+and+Microbial+Technology_.txt,10,10,10,8,9,10,10,8,10
100202,The+genotoxicity+of+lucidin%2C+a+natural+component_.txt,10,9,10,3,8,7,6,4,8
100203,Severe+serotonin+syndrome+from+escitalopram+overdose_.txt,8,9,10,9,9,9,9,9,9
100204,Ayahuasca+preparations+and+serotonin+reuptake+inhibitors%3A+a+potential+combination+for+severe+adverse+reactions_.txt,1,1,1,2,2,2,2,1,2
100205,Biodegradation+of+azo+dyes+by+Shewanella+strain+J18+143_.txt,10,10,10,10,9,9,10,10,9
100206,Biodiversity%3A+Invasions+by+marine+life+on+plastics+debris_.txt,10,10,10,9,9,9,9,9,9
100207,Denitrification+of+nitrate-contaminated+groundwater+using+biodegradable+snack+as+carbon+source+under+low-temperature+condition_.txt,10,10,10,9,9,9,10,10,10
100208,Estimating+the+dimension+of+a+model_.txt,10,10,10,8,6,9,4,2,3
100209,Decolorization+and+mineralization+of+commercial+reactive+dyes+by+using+homogeneous+and+heterogeneous+Fenton+and+UV%2FFenton+processes_.txt,10,10,10,9,9,9,10,10,10
100210,Modelling+of+the+synthetic+dye+Orange+II+degradation+using+Fenton%E2%80%99s+reagent%3A+From+batch+to+continuous+reactor+operation_.txt,10,10,10,9,9,10,10,10,10
100211,The+aerobic+biodegradability+of+primary+aromatic+amines_.txt,1,1,1,2,2,2,1,1,1
100212,Using+global+sensitivity+analysis+to+establish+priorities+in+atmospheric+selenium+research_.txt,10,10,10,9,9,9,9,10,9
100213,Decolorization+of+azo+dyes+by+Bacillus+spp._.txt,1,1,1,2,2,2,1,2,2
100214,Characterisation+of+the+flavin-free+oxygen-tolerant+azoreductase+from+Xenophilus+azovorans+KF46F+in+comparison+to+falvin-containing+azoreductases_.txt,10,10,10,9,9,9,10,10,10
100215,Interactions+between+herbal+medicines+and+prescribed+drugs%3A+a+systematic+review_.txt,1,1,1,2,2,2,1,2,2
100216,Biodegradation+of+triphenylmethane+dyes+by+various+bacteria_.txt,1,1,1,3,2,2,2,2,2
100217,The+GENE-TOX+program_.txt,1,1,2,2,2,2,1,1,3
100218,Microplastic+pollution+in+deep-sea+sediments_.txt,10,10,10,9,9,9,10,10,9
100219,Decolourization+of+synthetic+dyes+using+rice+straw+attached+Pleurotus+ostreatus_.txt,10,10,10,9,9,9,10,10,10
100220,Chemoenzymatical+Grafting+of+Acrylamide+onto+Lignin_.txt,9,8,8,9,8,8,8,9,8
100221,Biodegradation+of+high+molecular+weight+PAHs+using+isolated+yeast+mixtures%3A+application+of+metagenomic+methods+for+community+structure+analyses_.txt,10,10,10,9,9,10,10,10,10
100222,Comparative+studies+on+the+nutrition+of+two+species+of+abalone%2C+Haliotis+tuberculata+L.+and+Haliotis+discus+hannai+Ino%3A+V.+The+role+of+polyunsaturated+fatty+acids+of+macroalgae+in+abalone+nutrition_.txt,10,10,10,9,9,9,10,9,10
100223,Ayahuasca%3A+An+ancient+sacrament+for+treatment+of+contemporary+psychiatric+illness%3F_.txt,1,1,1,2,2,2,3,6,2
100224,Application+of+radial+basis+function+and+feedforward+artificial+neural+networks+to+the+Escherichia+coli+fermentation+process_.txt,10,10,10,9,9,9,9,8,8
100225,Trypanosoma+brucei+development+in+the+tsetse+fly%3A+characterization+of+the+post-mesocyclic+stages+in+the+foregut+and+proboscis_.txt,10,9,9,9,9,9,9,10,10
100226,Non-mutagenicity+of+the+hair+dye%2C+henna%2C+in+the+Ames+test_.txt,7,10,9,8,9,8,9,8,10
100227,Williams+and+Wilkins%2C+Baltimore%2C+USA.+Vol.+1.+Krieg%2C+N.+R.+%2A%28ed%29.+Ordinary+gram+negative+bacteria.+Vol.+2.+Sneath%2C+P.+h.+A+%28ed.%29+Ordinary+gram+positive+bacteria._.txt,1,1,1,2,2,2,3,2,2
100228,New+magnetic+chitosan%2Falginate%2FFe3O4%40SiO2+hydrogel+composites+applied+for+removal+of+Pb%28II%29+ions+from+aqueous+systems_.txt,10,10,10,9,9,9,9,9,9
100229,Removal+of+disperse+dyes+from+textile+wastewater+using+bio-sludge_.txt,10,10,10,9,9,9,10,10,10
100230,Decolorization+of+reactive+dyes+by+mixed+cultures+isolated+from+textile+effluent+under+anaerobic+conditions_.txt,10,10,10,9,9,9,10,10,10
100231,In+vitro+and+in+vivo+degradation+studies+for+development+of+a+biodegradable+patch+based+on+poly%283-hydroxybutyrate%29_.txt,10,10,10,9,10,9,10,10,10
100232,Identification+of+bacteria+using+partial+16S+rRNA+sequences_.txt,10,10,10,9,9,9,10,10,9
100233,Serotonin+syndrome%3A+History+and+risk_.txt,1,1,1,2,2,2,2,2,1
100234,Bacterial+laccases_.txt,5,5,3,3,2,2,4,8,3
100235,Kinetic+study+of+dye+degradation+using+Fenton+process_.txt,10,10,10,9,9,9,10,10,10
100236,Enzymatic+transformation+of+nitro-aromatic+compounds+by+a+flavin-free+NADH+azoreductase+from+Lysinibacillus+sphaericus_.txt,10,10,10,9,9,9,10,10,9
100237,Plastic+ingestion+by+planktonic+fish+in+the+North+Pacific+Central+Gyre_.txt,10,10,10,9,9,9,10,10,10
100238,Mortality+of+hematopoietic+disorders+and+hair+dye+use+among+barbers_.txt,8,10,10,9,9,8,8,8,8
100239,Response+surface+methodology+for+decolorization+of+azo+dye+Methyl+Orange+by+bacterial+consortium%3A+Produced+enzymes+and+metabolites+characterization_.txt,9,8,10,9,9,9,9,9,9
100240,Microstructures+and+properties+of+high-entropy+alloys_.txt,10,8,9,9,9,9,7,8,8
100241,Wet+oxidation+of+phenol+by+hydrogen+peroxide%3A+the+key+role+of+pH+on+the+catalytic+behaviour+of+Fe-ZSM5_.txt,10,10,10,9,9,9,10,9,10
100242,Studies+on+the+microbial+degradation+of+triphenylmethane+dyes_.txt,1,1,1,2,2,2,2,2,2
100243,Mutagenicity+of+some+azo+dyes+and+their+reduction+products_.txt,1,1,1,2,2,2,1,1,1
100244,Biodegradation+of+tartrazine+by+Proteus+vulgaris_.txt,8,10,10,9,9,9,9,9,9
100245,The+comparison+of+alkalinity+and+ORP+as+indicators+for+nitrification+and+denitrification+in+a+sequencing+batch+reactor+%28SBR%29_.txt,9,9,1,3,5,3,9,7,8
100246,The+removal+of+colour+from+textile+wastewater+using+whole+bacteria+cells%3A+A+review_.txt,10,9,10,9,9,9,10,9,9
100247,Effects+of+crystallization+of+polyhydroxyalkanoate+blend+on+surface+physicochemical+properties+and+resulting+biocompatibility+for+chondrocytes_.txt,1,2,1,2,2,2,3,6,2
100248,The+catalytic+decomposition+of+hydrogen+peroxide+by+iron+salts_.txt,2,2,1,2,2,2,2,2,7
100249,Anammox+and+partial+denitrification+coupling%3A+a+review_.txt,10,10,10,9,9,9,10,9,10
100250,Source+separated+urine-nutrient+and+heavy+metal+content%2C+water+saving+and+faecal+contamination_.txt,10,10,10,9,10,9,10,10,10
100251,Serotonin+syndrome+%E2%80%94+%E2%80%98potential%E2%80%99+role+of+the+CYP2D6+genetic+polymorphism+in+Asians_.txt,1,1,1,2,2,2,1,1,1
100252,Biodegradation+of+azo+acid+dyes+by+continuous+cultivation+of+Pseudomonas+cepacia+13NA_.txt,10,10,10,9,9,9,10,10,10
100253,The+effect+of+chlorophenols+on+the+growth+of+Chlorella+VT-1_.txt,10,10,10,9,9,9,10,9,10
100254,The+COST+simulation+benchmark+-+description+and+simulator+manual_.txt,1,1,3,2,2,2,3,3,2
100255,Coupling+Superficial+Gas+Velocity+with+Mixing+Time+and+Gas+Liquid+Transfer+Rate_.txt,10,10,10,9,9,9,9,9,9
100256,The+removal+of+dyes+from+textile+wastewater%3A+a+study+of+the+physical+characteristics+and+adsorption+mechanism+of+diatomaceous+earth_.txt,10,8,9,9,9,8,8,8,8
100257,Myoclonic+status+epilepticus_.txt,1,1,1,2,2,2,2,1,1
100258,Control+and+estimation+strategies+applied+to+the+activated+sludge+process_.txt,10,10,10,9,9,9,8,10,9
100259,Decolorization+of+Remazol+Black-B+using+a+thermotolerant+yeast%2C+Kluyveromyces+marxianus+IMB3_.txt,1,1,1,2,2,2,2,2,2
100260,Review+paper+on+current+technologies+for+decolourization+of+textile+wastewaters%3A+perspectives+for+anaerobic+biotechnology_.txt,1,1,1,2,2,2,1,1,1
100261,Improving+the+indigo+carmine+decolorization+ability+of+a+Bacillus+amyloliquefaciens+laccase+by+site-directed+mutagenesis_.txt,10,10,10,9,9,9,10,10,10
100262,J.+Chem.+Soc._.txt,2,1,3,2,2,2,10,7,10
100263,Decolorization+and+degradation+of+C.I.+Reactive+red+195+by+Georgenia+sp.+CC-NMPT-T3_.txt,10,10,10,9,9,9,9,10,10
100264,A+putative+azoreductase+gene+is+involved+in+the+Shewanella+oneidensis+response+to+heavy+metal+stress_.txt,1,1,1,2,2,2,2,1,2
100265,Enhanced+degradation+of+anthraquinone+dyes+by+microbial+monoculture+and+developed+consortium+through+the+production+of+specific+enzymes_.txt,1,1,2,2,9,6,1,1,1
100266,Molecular+cloning%2C+overexpression%2C+purification%2C+and+characterization+of+an+aerobic+FMN-dependent+azoreductase+from+Enterococcus+faecalis_.txt,10,10,9,9,9,9,9,10,9
100267,Optimization+of+process+parameter+for+the+production+of+streptokinase+by+a+novel+isolate+of+Streptococcus+species_.txt,8,10,10,10,10,9,8,10,8
100268,Toxicity+testing+using+immobilized+microalgae_.txt,4,1,1,2,3,4,9,8,8
100269,Photocatalytic+degradation+of+methyl+orange+and+its+photocatalytic+degradation+products+by+HPLC%2FUV%E2%80%93VIS+diode+array+and+atmospheric+pressure+ionization+quadrupole+ion+trap+mass+spectrometry_.txt,10,10,10,9,9,9,10,10,10
100270,Phytochelatin+production+in+freshwater+algae+Stigeoclonium+in+response+to+heavy+metals+contained+in+mining+water%3B+effects+of+some+environmental+factors_.txt,10,10,10,9,9,9,10,9,10
100271,Engineering+analysis+of+the+stoichiometry+of+photoautotrophic%2C+autotrophic%2C+and+heterotrophic+removal+of+ammonia-nitrogen+in+aquaculture+systems_.txt,9,1,1,2,2,2,5,2,4
100272,The+contribution+of+azo+dyes+to+the+mutagenic+activity+of+the+Cristais+River_.txt,10,10,10,9,9,9,10,10,10
100273,Settlement%2C+growth+and+survival+of+abalone%2C+Haliotis+discus+hannai%2C+in+response+to+eight+monospecific+benthic+diatoms_.txt,1,1,1,2,2,2,2,4,2
100274,Ayahuasca+preparations+and+serotonin+reuptake+inhibitors%3A+a+potential+combination+for+severe+adverse+interactions_.txt,1,1,1,2,2,2,3,2,2
100275,Studies+of+alginate-immobilized+marine+microalgae_.txt,1,1,1,2,2,2,2,6,4
100276,Influence+of+organic+and+inorganic+compounds+on+oxidoreductive+decolorization+of+sulfonated+azo+dye_.txt,10,10,10,9,9,9,10,10,10
100277,Reducing+the+potential+environmental+impact+of+tank+aquaculture+effluents+through+intensification+and+recirculation_.txt,1,1,1,2,2,2,1,2,3
100278,Biodegradation+mechanisms+and+kinetics+of+azo+dye+4BS+by+a+microbial..._.txt,1,1,1,2,2,2,2,2,2
100279,Microbial+biotechnology+for+decolorization+of+textile+wastewaters_.txt,1,1,1,2,2,2,1,1,2
100280,Functionalized+novel+mesoporous+adsorbent+for+selective+lead%28II%29+ions+monitoring+and+removal+from+wastewater_.txt,10,10,10,9,9,9,10,10,10
100281,Long-term+performance+of+an+integrated+constructed+wetland+for+advanced+treatment+of+mixed+wastewater_.txt,1,1,1,1,1,2,1,1,1
100282,Derelict+Fishing+Gear+in+the+Northwestern+Hawaiian+Islands%3A+Diving+Surveys+and+Debris+Removal+in+1999+Confirm+Threat+to+Coral+Reef+Ecosystems_.txt,10,10,10,9,9,9,10,10,10
100283,Biosorption+of+malachite+green+cationic+dye+onto+Pithophora+sp.+a+fresh+water+algae_.txt,1,1,1,2,2,2,1,1,1
100284,Identification+of+genes+required+for+crystal+violet+decolorization+in+Citrobacter+sp.+MY-5_.txt,10,10,10,9,9,9,10,10,10
100285,Color+chemistry+synthesis%2C+properties+and+applications+of+organic+dyes+and+pigments_.txt,1,1,1,2,1,2,1,1,1
100286,Alternative+pathways+for+radical+dissipation+in+an+active+site+mutant+of+B12-dependent+methylmalonyl-CoA+mutase_.txt,10,10,10,10,9,10,10,10,10
100287,Magnetically+separable+carbon+capsules+loaded+with+laccase+and+their+application+to+dye+degradation_.txt,1,1,1,2,2,2,1,1,1
100288,Degradation+of+Reactive+Black+5+by+Fenton%2FUV-C+and+ferrioxalate%2FH2O2%2Fsolar+light+processes_.txt,10,10,10,9,10,9,10,10,10
100289,Biodegradable+polymers+in+gene-silencing+technology_.txt,1,1,1,2,2,2,1,2,2
100290,Entanglement+of+Australian+sea+lions+and+New+Zealand+fur+seals+in+lost+fishing+gear+and+other+marine+debris+before+and+after+Government+and+industry+attempts+to+reduce+the+problem_.txt,10,10,10,9,9,9,8,9,10
100291,Effect+of+treatment+aggressiveness+on+prognosis+of+refractory+status+epilepticus_.txt,1,1,1,2,2,2,2,2,2
100292,Metatranscriptome+of+human+faecal+microbial+communities+in+a+cohort+of+adult+men_.txt,1,1,1,2,2,2,3,2,1
100293,Biodegradation+of+textile+azo+dyes+by+a+facultative+Staphylococcus+arlettae+strain+VN-11_.txt,1,1,1,2,2,2,1,1,1
100294,Biosorption+of+reactive+dyes+by+the+mycelium+pellets+of+a+new+isolate+of+Penicillium+oxalicum_.txt,1,1,1,1,2,1,1,1,1
100295,Identification+and+characterization+of+a+gene+responsible+for+amido+black+decolorization_.txt,10,10,10,9,9,9,10,10,10
100296,Removal+of+dyes+from+coloured+textile+wastewater+by+orange+peel+adsorbent%3A+Equilibrium+and+kinetic+studies_.txt,10,10,10,9,9,9,10,10,9
100297,Decolorization+of+azo+dyes+by+Pseudomonas+aeruginosa_.txt,10,10,10,9,9,9,10,10,10
100298,Azo+dye+reduction+by+Bacillus_.txt,10,10,10,9,9,9,10,10,10
100299,A+novel+bioelectro-Fenton+system+for+coupling+anodic+COD+removal+with+cathodic+dye+degradation_.txt,10,10,10,9,9,9,10,10,10
100300,Purification+and+identification+of+an+FMN-dependent+NAD%28P%29H+azoreductase+from..._.txt,10,10,10,9,9,9,9,9,10
100301,Testing+status%3A+C.I.+Disperse+Red+60_.txt,10,10,10,9,10,9,10,9,9
100302,Role+of+thioredoxin+in+reduction+processes_.txt,1,2,1,2,2,2,8,2,3
100303,Numerical+Simulation+and+Experimental+Study+on+Microporous+Aerated+Multiphase+Flow_.txt,10,10,10,9,9,9,10,10,10
100304,Biosorption+of+malachite+green+cationic+dye+onto+Pithophora+sp.%2C+a+fresh+water+algae_.txt,1,1,1,2,2,2,1,1,1
100305,Role+of+DsbD+in+electron+transport_.txt,10,10,10,9,9,9,10,9,8
100306,Effect+of+carbon+source%2C+C%2FN+ratio%2C+nitrate+and+dissolved+oxygen+concentration+on+nitrite+and+ammonium+production_.txt,10,10,10,9,9,9,10,10,10
100307,Decolorization+of+triphenylmethane+dyes+by+the+bird%27s+nest+fungus..._.txt,10,10,10,9,9,9,9,9,10
100308,Biodegradation+of+azo+dyes+in+textile+effluent+by+microbial+consortium_.txt,10,10,10,9,9,9,10,9,10
100309,Decolorization+of+textile+dyes+by+white+rot+fungi_.txt,10,9,10,9,9,9,10,10,10
100310,Recent+trends+in+the+use+of+antidepressant+drugs+in+Australia%2C+1990%E2%80%931998_.txt,5,1,1,7,8,7,2,4,3
100311,Removal+of+victoria+Blue+from+aqueous+solution+by+fly+Ash_.txt,10,10,10,9,9,9,10,10,10
100312,Sertraline+intoxication+in+a+child_.txt,1,1,1,2,2,2,2,6,2
100313,Isolation+and+characterization+of+a+new+disulphide+isomerase-like+protein+DsbD_.txt,9,10,10,9,9,9,10,10,10
100314,Appl+Environ+Microbiol_.txt,1,1,1,2,2,2,1,3,1
100315,Sustainable+Esterification+of+a+Soda+Lignin+with+Phloretic+Acid_.txt,10,10,9,9,5,9,9,10,10
100316,Snoeyink%2C+V.+L.+1990.+Adsorption+of+organic+compounds.+In%3A+AWWA%2C+Water+Quality+and+Treatment.+New+York%3A+McGraw-Hill._.txt,1,1,1,2,2,2,1,3,1
100317,Fungal+declourization+of+dye+wastewater+a+review_.txt,1,1,1,2,2,2,2,2,2
100318,Chemiczne+i+fizykochemiczne+oczyszczanie+%C5%9Bciek%C3%B3w_.txt,1,1,1,2,2,2,1,1,1
100319,Decolorization+of+acid+and+basic+dyes%3A+understanding+the+metabolic+degradation+and+cell-induced+adsorption%2Fprecipitation+by+Escherichia+coli_.txt,10,10,10,9,9,9,10,10,10
100320,Wastewater+nutrients+%28N+and+P%29+removal+by+carrageenan+and+alginate+immobilized+Chlorella+vulgaris_.txt,10,10,10,9,9,9,10,10,10
100321,Decolorization+of+methylene+blue+and+methyl+orange+with+Ag+doped+TiO2+under+UV-A+and+UV-Visible+conditions%3A+process+optimization+by+response+surface+method+and+toxicity+evaluation_.txt,10,10,10,9,9,9,9,10,10
100322,Distribution+of+Surface+Plastic+Debris+in+the+Eastern+Pacific+Ocean+from+an+11-Year+Data+Set_.txt,10,10,10,9,9,9,10,10,10
100323,Benefield%2C+L.+D.+and+Morgan+J.+S.+1990.+Chemical+precipitation.+In+%3A+AWWA%2C+Water+Quality+and+Treatment.+New+York%3A+McGraw-Hill._.txt,10,10,10,9,9,9,10,10,10
100324,The+reduction+of+nitro+aromatic+compounds+by+zero-valent+iron+metal_.txt,10,10,10,9,9,9,10,10,10
100325,Role+of+the+N-terminal+polycystic+kidney+domain+in+chitin+degradation+by+chitinase+A+from+a+marine+bacterium_.txt,10,10,10,9,9,9,9,9,8
100326,Seabirds+indicate+changes+in+the+composition+of+plastic+litter+in+the+Atlantic+and+south-western+Indian+Oceans_.txt,1,1,1,2,2,2,3,2,3
100327,Biodegradation+of+disperse+textile+dye+Brown+3REL+by+newly+isolated+Bacillus+sp.+VUS_.txt,10,10,10,9,9,9,10,10,10
100328,A+review+of+serotonin+toxicity+data%3A+implications+for+the+mechanisms+of+antidepressant+drug+action._.txt,1,1,1,2,2,2,1,2,2
100329,Improving+the+performance+of+sequencing+batch+reactor+%28SBR%29+by+the+addition+of+zeolite+powder_.txt,3,7,8,7,2,3,9,10,8
100330,The+clinical+efficacy+of+propofol+in+the+treatment+of+refractory+epilepsy_.txt,1,1,1,2,2,2,1,2,1
100331,Fungal+declourization+and+degradation+of+dyes_.txt,4,3,4,2,5,2,3,4,4
100332,Microbial+decolourisation+and+degradation+of+textile+dyes_.txt,1,1,1,2,2,2,2,4,2
100333,Effects+of+Mn2%2B+and+NH4%2B+concentrations+on+laccase+and+manganese+peroxidase+production+and+amaranth+decoloration+by+Trametes+versicolor_.txt,10,10,10,9,9,9,9,10,9
100334,Biodiesel+from+Microalgae_.txt,10,10,10,9,9,9,10,9,10
100335,Denitrification+in+recirculating+systems%3A+theory+and+applications_.txt,10,10,10,10,10,9,10,10,10
100336,Surface+Segregation+in+Bimetallic+Nanoparticles%3A+A+Critical+Issue+in+Electrocatalyst+Engineering_.txt,10,10,10,10,10,9,10,10,10
100337,A+general+model+for+the+activated+sludge+process_.txt,1,1,1,2,2,2,2,3,3
100338,Adsorptive+removal+of+direct+textile+dyes+by+low+cost+agricultural+waste%3A+Application+of+factorial+design+analysis_.txt,10,10,10,9,9,9,10,10,10
100339,Determination+of+Glucose+Concentrations+by+DNS+Method_.txt,4,2,3,3,8,8,10,9,9
100340,Degradation+of+synthetic+reactive+azo+dyes+and+treatment+of+textile+wastewater+by+a+fungi+consortium+reactor_.txt,1,1,1,1,1,1,1,1,1
100341,Meat+and+meat-related+compounds+and+risk+of+prostate+cancer+in+a+large+prospective+cohort+study+in+the+United+States_.txt,10,10,10,9,9,9,9,8,8
100342,Design+and+development+of+antitubercular+nano+-formulations+of+rifampicin_.txt,10,10,10,2,2,2,9,9,1
100343,Comparing+denitrification+rates+and+carbon+sources+in+commercial+scale+upflow_.txt,10,10,10,9,9,9,10,10,10
100344,Fungal+Decolorization+of+Dye+Wastewater%3A+A+Review_.txt,1,1,1,2,2,2,2,2,2
100345,The+effects+of+fluoxetine+on+the+subjective+and+physiological+effects+of+3%2C4-methylenedioxymethamphetamine+%28MDMA%29+in+humans_.txt,1,1,1,2,2,2,2,2,3
100346,Fungal+decolourization+and+degradation+of+synthetic+dyes_.txt,3,4,4,2,3,3,4,2,3
100347,Removal+of+heavy+metal+Pb%28II%29+from+synthetic+waste+water+by+polypyrrole+composites_.txt,10,9,10,9,2,8,9,10,10
100348,Removal+of+methylene+blue+dye+from+aqueous+solutions+by+adsorption+using+yellow+passion+fruit+peel+as+adsorbent_.txt,10,10,10,9,9,9,10,10,10
100349,Microbiological+removal+of+crystal+violet+dye+by+Bacillus+subtilis+ETL-2211_.txt,10,10,10,9,9,9,10,10,10
100350,Growth+and+survival+of+post-larval+abalone+%28Haliotis+iris%29+in+relation+to+development+and+diatom+diet_.txt,10,10,10,9,9,10,10,10,10
100351,Basic+fibroblast+growth+factor+is+hepatotropic+for+rat+liver+in+regeneration_.txt,10,9,10,9,8,9,10,8,10
100352,Comparing+the+effects+of+high+vs.+low+nitrate+on+the+health%2C+performance%2C+and+welfare+of+juvenile+rainbow+trout+Oncorhynchus+mykiss+within+water+recirculating+aquaculture+systems_.txt,10,10,10,9,9,9,10,10,10
100353,Grazing+rates+of+red+abalone+%28Haliotis+rufescens%29+postlarvae+feeding+on+the+benthic+diatom+Navicula+incerta_.txt,1,1,1,2,1,1,1,1,1
100354,Discoloration+and+Mineralization+of+Reactive+Red+HE-3B+by+Heterogeneous+Photo-Fenton+Reaction_.txt,10,9,10,9,9,9,9,10,9
100355,Solar+light+driven+photocatalytic+degradation+of+Anthraquinone+dye+contaminated+water+by+engineered+Ag%40TiO2+core%E2%80%93shell+nanoparticles_.txt,10,10,10,9,9,9,10,10,10
100356,Decolourization+of+azo+dyes+and+a+dye+industry+effluent+by+white+rot+fungus+Thelephora+sp._.txt,9,10,10,9,9,9,10,10,9
100357,Kinetics+of+Azoreductase+and+assessment+of+toxicity+of+metabolic+products+from+Pseudomonas+luteola_.txt,10,10,10,9,9,9,10,10,10
100358,Solar+photocatalytic+efficacy+of+Ag%40TiO2+core-shell+nanoparticles+for+the+degradation+of+dye_.txt,10,10,10,9,9,9,10,10,10
100359,Probabilistic+Latent+Tensor+factorization_.txt,10,10,9,9,9,9,8,8,8
100360,Molecular+and+Cellular+Biology+Techniques+for+Dye+and+Rubber+Biodegradation_.txt,10,10,10,9,10,10,10,10,10
100361,Biodecolorization+of+acid+violet+19+by+Alternaria+solani_2008.txt,1,1,1,2,2,2,2,2,2
100362,New+developments+in+recirculating+aquaculture+systems+in+Europe%3A+a+perspective+on+environmental+sustainability_.txt,9,10,10,9,9,9,9,10,9
100363,Succeed+at+on-line+validation+and+reconstruction+of+data_.txt,10,10,10,9,9,9,8,8,8
100364,On+the+colonic+bacterial+metabolism+of+azo-bonded+prodrugs+of+5-aminosalicylic+acid_.txt,10,9,10,9,9,9,9,10,10
100365,Methyl+syringate%3A+an+efficient+phenolic+mediator+for+bacterial+and+fungal+laccases_.txt,9,10,9,9,9,9,8,8,8
100366,Orange+peel+as+an+adsorbent+in+the+removal+of+acid+violet+17+%28acid+dye%29+from+aqueous+solution_.txt,10,10,10,9,9,9,8,10,10
100367,Influence+of+basic+residue+content+on+fragment+ion+peak+intensities+in+low-energy+collision-induced+dissociation+spectra+of+peptides_.txt,10,10,10,9,9,9,10,10,9
100368,Dye+biosorption+sites+in+Aspergillus+niger_.txt,10,10,10,9,9,9,9,10,9
100369,Spherical-cap+bubbles_.txt,8,9,10,8,9,8,2,8,3
100370,The+comparative+study+on+the+rapid+decolorization+of+azo%2C+anthraquinone+and+triphenylmethane+dyes+by+zero-valent+iron_.txt,10,10,10,10,9,9,10,10,10
