temperature,duration,pH,source_file,type_of_dye,type_of_fungi,concentration_of_dye,concentration_of_fungi,method_of_agitation,decolorization_result,additional_information,fungal_form
30.0,45.0,7.0,Dye+decolorization+by+Kurthia+sp._.csv,Crystal violet,Kurthia,1,1g/100ml,constant stirring,100%,Complete decolourization within 45 minutes.,whole fungi
30.0,90.0,7.0,Dye+decolorization+by+Kurthia+sp._.csv,Crystal violet,Kurthia,2,1g/100ml,constant stirring,100%,Complete decolourization within 90 minutes.,whole fungi
30.0,135.0,7.0,Dye+decolorization+by+Kurthia+sp._.csv,Crystal violet,Kurthia,3,1g/100ml,constant stirring,100%,Complete decolourization within 135 minutes.,whole fungi
30.0,180.0,7.0,Dye+decolorization+by+Kurthia+sp._.csv,Crystal violet,Kurthia,4,1g/100ml,constant stirring,100%,Complete decolourization within 180 minutes.,whole fungi
30.0,45.0,7.0,Dye+decolorization+by+Kurthia+sp._.csv,Malachite green,Kurthia,1,1g/100ml,constant stirring,100%,Complete decolourization within 45 minutes.,whole fungi
30.0,90.0,7.0,Dye+decolorization+by+Kurthia+sp._.csv,Malachite green,Kurthia,2,1g/100ml,constant stirring,100%,Complete decolourization within 90 minutes.,whole fungi
30.0,135.0,7.0,Dye+decolorization+by+Kurthia+sp._.csv,Malachite green,Kurthia,3,1g/100ml,constant stirring,100%,Complete decolourization within 135 minutes.,whole fungi
30.0,180.0,7.0,Dye+decolorization+by+Kurthia+sp._.csv,Malachite green,Kurthia,4,1g/100ml,constant stirring,100%,Complete decolourization within 180 minutes.,whole fungi
30.0,45.0,7.0,Dye+decolorization+by+Kurthia+sp._.csv,Brilliant green,Kurthia,1,1g/100ml,constant stirring,100%,Complete decolourization within 45 minutes.,whole fungi
30.0,90.0,7.0,Dye+decolorization+by+Kurthia+sp._.csv,Brilliant green,Kurthia,2,1g/100ml,constant stirring,100%,Complete decolourization within 90 minutes.,whole fungi
30.0,135.0,7.0,Dye+decolorization+by+Kurthia+sp._.csv,Brilliant green,Kurthia,3,1g/100ml,constant stirring,100%,Complete decolourization within 135 minutes.,whole fungi
,,,Dye+decolorization+by+Kurthia+sp._.csv,Brilliant green,Kurthia,4,,,,,
27°C,13 days,not specified,Contribution+of+lignin+degrading+enzymes+in+decolourisation+and+degradation+of+reactive+textile+dyes_.csv,Reactive Red HE8B,Phanerochaete chrysosporium,10 mg/L,10 mm agar plugs,static,complete,"Figures 1, 2a-h show decolorization",whole fungi
27°C,11 days,not specified,Contribution+of+lignin+degrading+enzymes+in+decolourisation+and+degradation+of+reactive+textile+dyes_.csv,Reactive Black B,Phanerochaete chrysosporium,10 mg/L,10 mm agar plugs,static,complete,"Figures 1, 2a-h show decolorization",whole fungi
27°C,11 days,not specified,Contribution+of+lignin+degrading+enzymes+in+decolourisation+and+degradation+of+reactive+textile+dyes_.csv,Reactive Golden Yellow HR,Phanerochaete chrysosporium,10 mg/L,10 mm agar plugs,static,complete,"Figures 1, 2a-h show decolorization",whole fungi
27°C,11 days,not specified,Contribution+of+lignin+degrading+enzymes+in+decolourisation+and+degradation+of+reactive+textile+dyes_.csv,Reactive Violet 5R,Phanerochaete chrysosporium,10 mg/L,10 mm agar plugs,static,complete,"Figures 1, 2a-h show decolorization",whole fungi
27°C,not specified,not specified,Contribution+of+lignin+degrading+enzymes+in+decolourisation+and+degradation+of+reactive+textile+dyes_.csv,Reactive Red HE8B,Phanerochaete chrysosporium,50 mg/L,10 mm agar plugs,static,not specified,Monitoring at regular intervals noted increases in time for higher concentration,whole fungi
27°C,not specified,not specified,Contribution+of+lignin+degrading+enzymes+in+decolourisation+and+degradation+of+reactive+textile+dyes_.csv,Reactive Red HE8B,Phanerochaete chrysosporium,100 mg/L,10 mm agar plugs,static,not specified,Monitoring at regular intervals noted increases in time for higher concentration,whole fungi
27°C,not specified,not specified,Contribution+of+lignin+degrading+enzymes+in+decolourisation+and+degradation+of+reactive+textile+dyes_.csv,Reactive Red HE8B,Phanerochaete chrysosporium,250 mg/L,10 mm agar plugs,static,not specified,Monitoring at regular intervals noted increases in time for higher concentration,whole fungi
27°C,not specified,not specified,Contribution+of+lignin+degrading+enzymes+in+decolourisation+and+degradation+of+reactive+textile+dyes_.csv,Reactive Red HE8B,Phanerochaete chrysosporium,500 mg/L,10 mm agar plugs,static,not specified,Monitoring at regular intervals noted increases in time for higher concentration,whole fungi
27°C,5 days,not specified,Contribution+of+lignin+degrading+enzymes+in+decolourisation+and+degradation+of+reactive+textile+dyes_.csv,Reactive Red HE8B,Phanerochaete chrysosporium,10 mg/L,3 to 12 agar plugs,static,not specified,Figures 4 shows effect of inoculum size,whole fungi
27°C,not specified,not specified,Contribution+of+lignin+degrading+enzymes+in+decolourisation+and+degradation+of+reactive+textile+dyes_.csv,Reactive Red HE8B,Phanerochaete chrysosporium,10 mg/L,10 mm agar plugs with various carbon sources,static,heavily influenced by carbon source,Dextrose and asparagine were found to be excellent supports; sodium nitrite inhibited growth,whole fungi
Room temperature,2 days,Not specified,Removal+of+nitrate+from+water+by+foam-immobilized+Phormidium+laminosum+in+batch+and+continuous-flow+bioreactors_.csv,Nitrate,Scenedesmus,10 mg/L,Not specified,Batch reactor,90% removal,The study evaluated the capability of immobilized algal beads to remove nitrate from synthetic groundwater.,Immobilized algal beads
20 °C,29 days,Not specified,Removal+of+nitrate+from+water+by+foam-immobilized+Phormidium+laminosum+in+batch+and+continuous-flow+bioreactors_.csv,Atrazine,Scenedesmus,0.1 mg/L,Not specified,Continuous flow reactor,100% removal in first 10 days,Herbicides started to diffuse back into the solution toward the end of the treatment process.,Immobilized algal beads
35 °C,29 days,Not specified,Removal+of+nitrate+from+water+by+foam-immobilized+Phormidium+laminosum+in+batch+and+continuous-flow+bioreactors_.csv,Nitrate,Scenedesmus,10 mg/L,Not specified,Continuous flow reactor,91% removal,Nitrate removal was lower at higher temperatures.,Immobilized algal beads
20 °C,10 days,Not specified,Removal+of+nitrate+from+water+by+foam-immobilized+Phormidium+laminosum+in+batch+and+continuous-flow+bioreactors_.csv,Cycloate,Scenedesmus,Not specified,Not specified,Continuous flow reactor,100% removal,,Immobilized algal beads
20 °C,10 days,Not specified,Removal+of+nitrate+from+water+by+foam-immobilized+Phormidium+laminosum+in+batch+and+continuous-flow+bioreactors_.csv,Triallate,Scenedesmus,Not specified,Not specified,Continuous flow reactor,100% removal,,Immobilized algal beads
20 °C,10 days,Not specified,Removal+of+nitrate+from+water+by+foam-immobilized+Phormidium+laminosum+in+batch+and+continuous-flow+bioreactors_.csv,Ametryn,Scenedesmus,Not specified,Not specified,Continuous flow reactor,Near 100% removal,,Immobilized algal beads
20 °C,10 days,Not specified,Removal+of+nitrate+from+water+by+foam-immobilized+Phormidium+laminosum+in+batch+and+continuous-flow+bioreactors_.csv,Simetryn,Scenedesmus,Not specified,Not specified,Continuous flow reactor,Near 100% removal,,Immobilized algal beads
20 °C,29 days,Not specified,Removal+of+nitrate+from+water+by+foam-immobilized+Phormidium+laminosum+in+batch+and+continuous-flow+bioreactors_.csv,Zinc,Scenedesmus,Not specified,Not specified,Continuous flow reactor,Removal efficiency 100%,Zinc was one of several ions measured for removal efficiency.,Immobilized algal beads
20 °C,29 days,Not specified,Removal+of+nitrate+from+water+by+foam-immobilized+Phormidium+laminosum+in+batch+and+continuous-flow+bioreactors_.csv,Mercury,Scenedesmus,Not specified,Not specified,Continuous flow reactor,Removal efficiency 100%,,Immobilized algal beads
20 °C,29 days,Not specified,Removal+of+nitrate+from+water+by+foam-immobilized+Phormidium+laminosum+in+batch+and+continuous-flow+bioreactors_.csv,Sulfate,Scenedesmus,Not specified,Not specified,Continuous flow reactor,Removal efficiency 100%,,Immobilized algal beads
20 °C,29 days,Not specified,Removal+of+nitrate+from+water+by+foam-immobilized+Phormidium+laminosum+in+batch+and+continuous-flow+bioreactors_.csv,Phosphate,Scenedesmus,Not specified,Not specified,Continuous flow reactor,Removal efficiency 100%,,Immobilized algal beads
26 °C,7 days,,Decolorization+of+triphenylmethane+dyes+by+Kurthia+species_.csv,Crystal violet,Chryseomonas luteola (A3),0.05 g/dm3,,,42%,High contribution of biological processes.,
26 °C,7 days,,Decolorization+of+triphenylmethane+dyes+by+Kurthia+species_.csv,Crystal violet,Pseudomonas aeruginosa (B2),0.05 g/dm3,,,40.5%,High contribution of biological processes.,
26 °C,7 days,,Decolorization+of+triphenylmethane+dyes+by+Kurthia+species_.csv,Crystal violet,Burkholderia cepacia (B3),0.05 g/dm3,,,30.3%,,
26 °C,7 days,,Decolorization+of+triphenylmethane+dyes+by+Kurthia+species_.csv,Brilliant green,Chryseomonas luteola (A3),0.05 g/dm3,,,88.6%,High zootoxicity increase.,
26 °C,7 days,,Decolorization+of+triphenylmethane+dyes+by+Kurthia+species_.csv,Brilliant green,Pseudomonas aeruginosa (B2),0.05 g/dm3,,,85.1%,High zootoxicity increase.,
26 °C,7 days,,Decolorization+of+triphenylmethane+dyes+by+Kurthia+species_.csv,Brilliant green,Burkholderia cepacia (B3),0.05 g/dm3,,,79.9%,High zootoxicity increase.,
26 °C,7 days,,Decolorization+of+triphenylmethane+dyes+by+Kurthia+species_.csv,Thymol blue,RWP1,0.05 g/dm3,,,94.0%,High sorption capacity.,
26 °C,7 days,,Decolorization+of+triphenylmethane+dyes+by+Kurthia+species_.csv,Thymol blue,RWP17,0.05 g/dm3,,,95%,High sorption capacity.,
26 °C,7 days,,Decolorization+of+triphenylmethane+dyes+by+Kurthia+species_.csv,Cresol red,L4,0.05 g/dm3,,,97.9%,Highest sorption value.,
26 °C,7 days,,Decolorization+of+triphenylmethane+dyes+by+Kurthia+species_.csv,Cresol red,B2,0.05 g/dm3,,,26.4%,,
25°C,23 days,9,Decolorization+of+triphenylmethane%2C+azo+and+anthraquinone+dyes+by+a+newly+isolated+Aeromonas+hydrophila+strain_.csv,Vat Red 10,Galactomyces geotrichum,0.01%,120 x 10^6 cells/ml,shaking,45%,Rate of decolorization was high during the first 7 days.,whole fungi
25°C,23 days,9,Decolorization+of+triphenylmethane%2C+azo+and+anthraquinone+dyes+by+a+newly+isolated+Aeromonas+hydrophila+strain_.csv,Vat Red 10,Pseudomonas desmolyticum,0.01%,120 x 10^6 cells/ml,shaking,55.5%,The decolorization process was aerobic.,whole fungi
35°C,7 days,7,Studies+on+triphenymethane%2C+azo+dye+and+latex+rubber+biodegradation+by+actinomycetes_.csv,Crystal Violet,Pseudomonas geniculata,50 mg/L,107 cfu/ml,shaking,99%,No toxicity detected on Bacillus subtilis after 7 days of incubation.,whole fungi
30°C,7 days,7,Studies+on+triphenymethane%2C+azo+dye+and+latex+rubber+biodegradation+by+actinomycetes_.csv,Crystal Violet,Pseudomonas geniculata,50 mg/L,107 cfu/ml,shaking,32 mm clear zone,,whole fungi
20°C,7 days,7,Studies+on+triphenymethane%2C+azo+dye+and+latex+rubber+biodegradation+by+actinomycetes_.csv,Crystal Violet,Pseudomonas geniculata,50 mg/L,107 cfu/ml,shaking,0 mm clear zone,,whole fungi
40°C,7 days,7,Studies+on+triphenymethane%2C+azo+dye+and+latex+rubber+biodegradation+by+actinomycetes_.csv,Crystal Violet,Pseudomonas geniculata,50 mg/L,107 cfu/ml,shaking,22.5 mm clear zone,,whole fungi
35°C,3 days,7,Studies+on+triphenymethane%2C+azo+dye+and+latex+rubber+biodegradation+by+actinomycetes_.csv,Crystal Violet,Pseudomonas geniculata,50 mg/L,107 cfu/ml,shaking,50 mm clear zone,,whole fungi
35°C,5 days,7,Studies+on+triphenymethane%2C+azo+dye+and+latex+rubber+biodegradation+by+actinomycetes_.csv,Crystal Violet,Pseudomonas geniculata,50 mg/L,107 cfu/ml,shaking,52.5 mm clear zone,,whole fungi
35°C,9 days,7,Studies+on+triphenymethane%2C+azo+dye+and+latex+rubber+biodegradation+by+actinomycetes_.csv,Crystal Violet,Pseudomonas geniculata,50 mg/L,107 cfu/ml,shaking,63 mm clear zone,,whole fungi
35°C,11 days,7,Studies+on+triphenymethane%2C+azo+dye+and+latex+rubber+biodegradation+by+actinomycetes_.csv,Crystal Violet,Pseudomonas geniculata,50 mg/L,107 cfu/ml,shaking,63 mm clear zone,,whole fungi
room temperature,10 min,7.5,Development+of+a+Classification+Scheme+using+a+Secondary+and+Tertiary+Amino+Acid+Analysis+of+Azoreductase+Gene_.csv,Methyl Red,Enterococcus faecalis,0.5 mM,not specified,gentle shaking,yes,,whole fungi
25°C,not specified,7.0,Development+of+a+Classification+Scheme+using+a+Secondary+and+Tertiary+Amino+Acid+Analysis+of+Azoreductase+Gene_.csv,Methyl Red,Enterococcus faecalis,0.5 mM,not specified,not specified,observed with NADH,"Enzyme assays were performed with 0.5 mM NADPH, 10 µM FMN, 20 µM Methyl Red.",whole fungi
not specified,2 min,not specified,Development+of+a+Classification+Scheme+using+a+Secondary+and+Tertiary+Amino+Acid+Analysis+of+Azoreductase+Gene_.csv,Methyl Red,Enterococcus faecalis,20 µM,not specified,not specified,yes,The reaction was initiated by adding NADPH.,whole fungi
not specified,not specified,not specified,Development+of+a+Classification+Scheme+using+a+Secondary+and+Tertiary+Amino+Acid+Analysis+of+Azoreductase+Gene_.csv,Direct Blue 15,Enterococcus faecalis,not specified,not specified,not specified,no,No azoreductase activity was observed.,whole fungi
not specified,not specified,not specified,Development+of+a+Classification+Scheme+using+a+Secondary+and+Tertiary+Amino+Acid+Analysis+of+Azoreductase+Gene_.csv,Tartrazine,Enterococcus faecalis,not specified,not specified,not specified,no,No azoreductase activity was observed.,whole fungi
25°C,10 days,,Biodegradation+of+Congo+red+by+Phanerochaete+chrysosporium_.csv,Congo red,A. niger,0.01% (w/v),,stationary,74.07%,,mycelium
25°C,10 days,,Biodegradation+of+Congo+red+by+Phanerochaete+chrysosporium_.csv,Congo red,F. oxysporum,0.01% (w/v),,stationary,78.9%,,mycelium
25°C,10 days,,Biodegradation+of+Congo+red+by+Phanerochaete+chrysosporium_.csv,Congo red,T. lignorum,0.01% (w/v),,stationary,35.25%,,mycelium
25°C,10 days,,Biodegradation+of+Congo+red+by+Phanerochaete+chrysosporium_.csv,Crystal violet,T. lignorum,0.01% (w/v),,stationary,92.7%,,mycelium
25°C,10 days,,Biodegradation+of+Congo+red+by+Phanerochaete+chrysosporium_.csv,Crystal violet,F. oxysporum,0.01% (w/v),,stationary,53.4%,,mycelium
25°C,10 days,,Biodegradation+of+Congo+red+by+Phanerochaete+chrysosporium_.csv,Crystal violet,A. niger,0.01% (w/v),,stationary,33.82%,,mycelium
25°C,10 days,,Biodegradation+of+Congo+red+by+Phanerochaete+chrysosporium_.csv,Methylene blue,T. lignorum,0.01% (w/v),,stationary,48.3%,,mycelium
25°C,10 days,,Biodegradation+of+Congo+red+by+Phanerochaete+chrysosporium_.csv,Methylene blue,F. oxysporum,0.01% (w/v),,stationary,48.5%,,mycelium
25°C,10 days,,Biodegradation+of+Congo+red+by+Phanerochaete+chrysosporium_.csv,Methylene blue,A. niger,0.01% (w/v),,stationary,22.44%,,mycelium
25°C,10 days,,Biodegradation+of+Congo+red+by+Phanerochaete+chrysosporium_.csv,Congo red,A. niger,0.01% (w/v),,shaking,84.7%-91.4%,range indicates variability across experiments,mycelium
25°C,10 days,,Biodegradation+of+Congo+red+by+Phanerochaete+chrysosporium_.csv,Congo red,T. lignorum,0.01% (w/v),,shaking,84.7%-91.4%,range indicates variability across experiments,mycelium
25°C,10 days,,Biodegradation+of+Congo+red+by+Phanerochaete+chrysosporium_.csv,Congo red,F. oxysporum,0.01% (w/v),,shaking,84.7%-91.4%,range indicates variability across experiments,mycelium
25°C,10 days,,Biodegradation+of+Congo+red+by+Phanerochaete+chrysosporium_.csv,Crystal violet,T. lignorum,0.01% (w/v),,shaking,96.6%,,mycelium
25°C,10 days,,Biodegradation+of+Congo+red+by+Phanerochaete+chrysosporium_.csv,Crystal violet,A. niger,0.01% (w/v),,shaking,78.8%,,mycelium
25°C,10 days,,Biodegradation+of+Congo+red+by+Phanerochaete+chrysosporium_.csv,Crystal violet,F. oxysporum,0.01% (w/v),,shaking,56.1%,,mycelium
25°C,10 days,,Biodegradation+of+Congo+red+by+Phanerochaete+chrysosporium_.csv,Methylene blue,T. lignorum,0.01% (w/v),,shaking,85.2%,,mycelium
25°C,10 days,,Biodegradation+of+Congo+red+by+Phanerochaete+chrysosporium_.csv,Methylene blue,F. oxysporum,0.01% (w/v),,shaking,53.4%,,mycelium
35 °C,24 h,8,Synthetic+dye+decolorization+by+three+sources+of+fungal+laccase_.csv,Acid Orange 63,Streptomyces ipomoeae,50 mM,0.4 U/mL,not specified,13.96 ± 0.96 %,mediator: acetosyringone (AS),whole fungi
35 °C,24 h,8,Synthetic+dye+decolorization+by+three+sources+of+fungal+laccase_.csv,Acid Orange 63,Streptomyces ipomoeae,50 mM,0.4 U/mL,not specified,3.76 ± 0.71 %,mediator: syringaldehyde (SA),whole fungi
35 °C,24 h,8,Synthetic+dye+decolorization+by+three+sources+of+fungal+laccase_.csv,Acid Orange 63,Streptomyces ipomoeae,50 mM,0.4 U/mL,not specified,13.96 ± 0.96 %,mediator: methyl syringate (MeS),whole fungi
60 °C,24 h,8,Synthetic+dye+decolorization+by+three+sources+of+fungal+laccase_.csv,Acid Orange 63,Streptomyces ipomoeae,50 mM,0.4 U/mL,not specified,70-fold increase with mediator concentration from 0.1 to 0.5 mM,mediator: methyl syringate (MeS),whole fungi
35 °C,24 h,8,Synthetic+dye+decolorization+by+three+sources+of+fungal+laccase_.csv,Tartrazine,Streptomyces ipomoeae,50 mM,0.4 U/mL,not specified,10.40 ± 0.80 %,mediator: syringaldehyde (SA),whole fungi
60 °C,24 h,8,Synthetic+dye+decolorization+by+three+sources+of+fungal+laccase_.csv,Tartrazine,Streptomyces ipomoeae,50 mM,0.4 U/mL,not specified,36-fold decrease in toxicity after treatment with MeS,mediator: methyl syringate (MeS),whole fungi
35 °C,24 h,8,Synthetic+dye+decolorization+by+three+sources+of+fungal+laccase_.csv,Reactive Black 5,Streptomyces ipomoeae,50 mM,0.4 U/mL,not specified,90.82 ± 0.18 %,mediator: acetosyringone (AS),whole fungi
35 °C,24 h,8,Synthetic+dye+decolorization+by+three+sources+of+fungal+laccase_.csv,Azure B,Streptomyces ipomoeae,50 mM,0.4 U/mL,not specified,12.36 ± 0.30 %,mediator: methyl syringate (MeS),whole fungi
